Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source,Resigned,TravelFrequency,MaritalStatusNum,OvertimeFlag,DepartmentCode,EducationFieldCode,GenderCode,JobRoleCode,Over18Code,EmployeeSourceCode,UniqueCount,durCode,Duration At Company
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,19223,142678,4,Female,89,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,Adzuna,0,1,1,0,2,3,1,2,1,0,1,0-2,0
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,19225,142680,4,Female,89,3,1,Laboratory Technician,3,Married,3306,26176,1,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,Adzuna,0,1,1,0,2,3,1,2,1,0,1,0-2,0
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,19226,142681,4,Female,89,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,Adzuna,0,1,1,0,2,3,1,2,1,0,1,0-2,0
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,19227,142682,4,Female,89,3,1,Laboratory Technician,3,Married,3306,26176,1,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,Adzuna,0,1,1,0,2,3,1,2,1,0,1,0-2,0
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,19231,142686,4,Female,89,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,Adzuna,0,1,1,0,2,3,1,2,1,0,1,0-2,0
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,19233,142688,4,Female,89,3,1,Laboratory Technician,3,Married,3306,26176,1,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,Adzuna,0,1,1,0,2,3,1,2,1,0,1,0-2,0
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,19234,142689,4,Female,89,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,Adzuna,0,1,1,0,2,3,1,2,1,0,1,0-2,0
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,19235,142690,4,Female,89,3,1,Laboratory Technician,3,Married,3306,26176,1,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,Adzuna,0,1,1,0,2,3,1,2,1,0,1,0-2,0
30,Current employee,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,19714,143169,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,4,2,80,1,10,2,2,10,0,0,8,Indeed,0,1,1,0,2,0,0,6,1,3,1,6-10,4
30,Current employee,Travel_Rarely,793,Research & Development,16,1,Medical,1,19717,143172,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,3,Y,No,12,4,2,80,1,10,2,2,10,0,0,8,Indeed,0,1,1,0,2,3,0,6,1,3,1,6-10,4
30,Current employee,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,19718,143173,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,Indeed,0,1,1,0,2,0,0,6,1,3,1,6-10,4
30,Current employee,Travel_Rarely,793,Research & Development,16,1,Medical,1,19719,143174,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,3,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,Seek,0,1,1,0,2,3,0,6,1,8,1,6-10,4
30,Current employee,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,19722,143177,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,4,2,80,1,10,2,2,10,0,0,8,Indeed,0,1,1,0,2,0,0,6,1,3,1,6-10,4
30,Current employee,Travel_Rarely,793,Research & Development,16,1,Medical,1,19725,143180,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,3,Y,No,12,4,2,80,1,10,2,2,10,0,0,8,Indeed,0,1,1,0,2,3,0,6,1,3,1,6-10,4
30,Current employee,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,19726,143181,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,Indeed,0,1,1,0,2,0,0,6,1,3,1,6-10,4
30,Current employee,Travel_Rarely,793,Research & Development,16,1,Medical,1,19727,143182,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,3,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,Seek,0,1,1,0,2,3,0,6,1,8,1,6-10,4
30,Current employee,Travel_Rarely,911,Research & Development,1,2,Medical,1,19763,143218,4,Male,91,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,Recruit.net,0,1,2,1,2,3,0,7,1,6,1,0-2,0
30,Current employee,Travel_Rarely,911,Research & Development,1,2,Life Sciences,1,19764,143219,4,Male,91,2,2,Sales Executive,1,Divorced,6134,8658,4,Y,Yes,13,4,2,80,3,16,3,3,2,2,2,2,Recruit.net,0,1,2,1,2,0,0,7,1,6,1,0-2,0
30,Current employee,Travel_Rarely,911,Research & Development,1,2,Medical,1,19766,143221,4,Male,91,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,Recruit.net,0,1,2,1,2,3,0,7,1,6,1,0-2,0
30,Current employee,Travel_Rarely,911,Research & Development,1,2,Life Sciences,1,19767,143222,4,Male,91,2,2,Sales Executive,1,Divorced,6134,8658,4,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,LinkedIn,0,1,2,1,2,0,0,7,1,5,1,0-2,0
30,Current employee,Travel_Rarely,911,Research & Development,1,2,Medical,1,19771,143226,4,Male,91,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,Recruit.net,0,1,2,1,2,3,0,7,1,6,1,0-2,0
30,Current employee,Travel_Rarely,911,Research & Development,1,2,Life Sciences,1,19772,143227,4,Male,91,2,2,Sales Executive,1,Divorced,6134,8658,4,Y,Yes,13,4,2,80,3,16,3,3,2,2,2,2,Recruit.net,0,1,2,1,2,0,0,7,1,6,1,0-2,0
30,Current employee,Travel_Rarely,911,Research & Development,1,2,Medical,1,19774,143229,4,Male,91,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,Recruit.net,0,1,2,1,2,3,0,7,1,6,1,0-2,0
30,Current employee,Travel_Rarely,911,Research & Development,1,2,Life Sciences,1,19775,143230,4,Male,91,2,2,Sales Executive,1,Divorced,6134,8658,4,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,LinkedIn,0,1,2,1,2,0,0,7,1,5,1,0-2,0
30,Current employee,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,19889,143344,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,Indeed,0,2,0,0,2,4,1,6,1,3,1,6-10,4
30,Current employee,Travel_Frequently,1312,Research & Development,2,4,Life Sciences,1,19891,143346,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,2,Y,No,16,4,4,80,0,10,2,3,9,7,0,7,Indeed,0,2,0,0,2,0,1,6,1,3,1,6-10,4
30,Current employee,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,19893,143348,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,Indeed,0,2,0,0,2,4,1,6,1,3,1,6-10,4
30,Current employee,Travel_Frequently,1312,Research & Development,2,4,Life Sciences,1,19894,143349,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,2,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,GlassDoor,0,2,0,0,2,0,1,6,1,2,1,6-10,4
30,Current employee,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,19897,143352,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,Indeed,0,2,0,0,2,4,1,6,1,3,1,6-10,4
30,Current employee,Travel_Frequently,1312,Research & Development,2,4,Life Sciences,1,19899,143354,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,2,Y,No,16,4,4,80,0,10,2,3,9,7,0,7,Indeed,0,2,0,0,2,0,1,6,1,3,1,6-10,4
30,Current employee,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,19901,143356,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,Indeed,0,2,0,0,2,4,1,6,1,3,1,6-10,4
30,Current employee,Travel_Frequently,1312,Research & Development,2,4,Life Sciences,1,19902,143357,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,2,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,GlassDoor,0,2,0,0,2,0,1,6,1,2,1,6-10,4
30,Current employee,Travel_Rarely,979,Sales,15,2,Marketing,1,20000,143455,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,Recruit.net,0,1,2,0,0,2,0,7,1,6,1,6-10,3
30,Current employee,Travel_Rarely,979,Sales,15,2,Medical,1,20003,143458,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,7,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,Recruit.net,0,1,2,0,0,3,0,7,1,6,1,6-10,3
30,Current employee,Travel_Rarely,979,Sales,15,2,Marketing,1,20004,143459,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,Recruit.net,0,1,2,0,0,2,0,7,1,6,1,6-10,3
30,Current employee,Travel_Rarely,979,Sales,15,2,Medical,1,20005,143460,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,7,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,Recruit.net,0,1,2,0,0,3,0,7,1,6,1,6-10,3
30,Current employee,Travel_Rarely,979,Sales,15,2,Marketing,1,20008,143463,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,Recruit.net,0,1,2,0,0,2,0,7,1,6,1,6-10,3
30,Current employee,Travel_Rarely,979,Sales,15,2,Medical,1,20011,143466,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,7,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,Recruit.net,0,1,2,0,0,3,0,7,1,6,1,6-10,3
30,Current employee,Travel_Rarely,979,Sales,15,2,Marketing,1,20012,143467,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,Recruit.net,0,1,2,0,0,2,0,7,1,6,1,6-10,3
30,Current employee,Travel_Rarely,979,Sales,15,2,Medical,1,20013,143468,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,7,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,Recruit.net,0,1,2,0,0,3,0,7,1,6,1,6-10,3
30,Current employee,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,20125,143580,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,Recruit.net,0,1,1,0,2,0,0,0,1,6,1,6-10,3
30,Current employee,Travel_Rarely,305,Research & Development,16,3,Medical,1,20128,143583,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,0,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,Recruit.net,0,1,1,0,2,3,0,0,1,6,1,6-10,3
30,Current employee,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,20129,143584,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,Recruit.net,0,1,1,0,2,0,0,0,1,6,1,6-10,3
30,Current employee,Travel_Rarely,305,Research & Development,16,3,Medical,1,20130,143585,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,0,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,Jora,0,1,1,0,2,3,0,0,1,4,1,6-10,3
30,Current employee,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,20133,143588,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,Recruit.net,0,1,1,0,2,0,0,0,1,6,1,6-10,3
30,Current employee,Travel_Rarely,305,Research & Development,16,3,Medical,1,20136,143591,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,0,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,Recruit.net,0,1,1,0,2,3,0,0,1,6,1,6-10,3
30,Current employee,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,20137,143592,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,Recruit.net,0,1,1,0,2,0,0,0,1,6,1,6-10,3
30,Current employee,Travel_Rarely,305,Research & Development,16,3,Medical,1,20138,143593,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,0,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,Jora,0,1,1,0,2,3,0,0,1,4,1,6-10,3
30,Current employee,Non-Travel,1398,Sales,22,4,Other,1,20348,143803,4,Female,92,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Seek,0,0,1,1,0,5,1,2,1,8,1,0-2,0
30,Current employee,Non-Travel,1398,Sales,22,4,Other,1,20350,143805,4,Female,92,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Seek,0,0,1,1,0,5,1,2,1,8,1,0-2,0
30,Current employee,Non-Travel,1398,Sales,22,4,Other,1,20353,143808,4,Female,92,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Recruit.net,0,0,1,1,0,5,1,2,1,6,1,0-2,0
30,Current employee,Non-Travel,1398,Sales,22,4,Other,1,20354,143809,4,Female,92,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Seek,0,0,1,1,0,5,1,2,1,8,1,0-2,0
30,Current employee,Non-Travel,1398,Sales,22,4,Other,1,20356,143811,4,Female,92,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Seek,0,0,1,1,0,5,1,2,1,8,1,0-2,0
30,Current employee,Non-Travel,1398,Sales,22,4,Other,1,20358,143813,4,Female,92,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Seek,0,0,1,1,0,5,1,2,1,8,1,0-2,0
30,Current employee,Non-Travel,1398,Sales,22,4,Other,1,20361,143816,4,Female,92,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Recruit.net,0,0,1,1,0,5,1,2,1,6,1,0-2,0
30,Current employee,Non-Travel,1398,Sales,22,4,Other,1,20362,143817,4,Female,92,3,1,Laboratory Technician,1,Married,2398,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,Seek,0,0,1,1,0,5,1,2,1,8,1,0-2,0
30,Current employee,Travel_Rarely,231,Sales,8,2,Other,1,20700,144155,4,Female,94,3,3,Sales Executive,3,Divorced,10447,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5,Adzuna,0,1,2,1,0,5,1,7,1,0,1,21-40,4
30,Current employee,Travel_Rarely,231,Sales,8,2,Medical,1,20702,144157,4,Female,94,3,3,Sales Executive,3,Divorced,10447,26458,6,Y,Yes,13,4,4,80,1,23,3,4,22,14,13,5,Adzuna,0,1,2,1,0,3,1,7,1,0,1,21-40,4
30,Current employee,Travel_Rarely,231,Sales,8,2,Other,1,20703,144158,4,Female,94,3,3,Sales Executive,3,Divorced,10447,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5,Seek,0,1,2,1,0,5,1,7,1,8,1,21-40,4
30,Current employee,Travel_Rarely,231,Sales,8,2,Medical,1,20704,144159,4,Female,94,3,3,Sales Executive,3,Divorced,10447,26458,6,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5,Adzuna,0,1,2,1,0,3,1,7,1,0,1,21-40,4
30,Current employee,Travel_Rarely,231,Sales,8,2,Other,1,20708,144163,4,Female,94,3,3,Sales Executive,3,Divorced,10447,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5,Adzuna,0,1,2,1,0,5,1,7,1,0,1,21-40,4
30,Current employee,Travel_Rarely,231,Sales,8,2,Medical,1,20710,144165,4,Female,94,3,3,Sales Executive,3,Divorced,10447,26458,6,Y,Yes,13,4,4,80,1,23,3,4,22,14,13,5,Adzuna,0,1,2,1,0,3,1,7,1,0,1,21-40,4
30,Current employee,Travel_Rarely,231,Sales,8,2,Other,1,20711,144166,4,Female,94,3,3,Sales Executive,3,Divorced,10447,26458,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5,Seek,0,1,2,1,0,5,1,7,1,8,1,21-40,4
30,Current employee,Travel_Rarely,231,Sales,8,2,Medical,1,20712,144167,4,Female,94,3,3,Sales Executive,3,Divorced,10447,26458,6,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5,Adzuna,0,1,2,1,0,3,1,7,1,0,1,21-40,4
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,20715,144170,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,GlassDoor,0,1,0,0,2,3,1,4,1,2,1,6-10,3
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,20718,144173,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,1,Y,No,14,4,2,80,0,9,3,3,7,7,0,2,GlassDoor,0,1,0,0,2,3,1,4,1,2,1,6-10,3
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,20719,144174,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,GlassDoor,0,1,0,0,2,3,1,4,1,2,1,6-10,3
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,20720,144175,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,1,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,Jora,0,1,0,0,2,3,1,4,1,4,1,6-10,3
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,20723,144178,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,GlassDoor,0,1,0,0,2,3,1,4,1,2,1,6-10,3
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,20726,144181,1,Female,64,3,2,Sales Executive,4,Single,4908,24252,1,Y,No,14,3,3,80,0,1,4,1,1,0,0,0,GlassDoor,0,1,0,0,2,3,1,7,1,2,1,0-2,0
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,20727,144182,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,GlassDoor,0,1,0,0,2,3,1,4,1,2,1,6-10,3
30,Current employee,Travel_Rarely,1092,Research & Development,10,3,Medical,1,20728,144183,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,1,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,Jora,0,1,0,0,2,3,1,4,1,4,1,6-10,3
30,Current employee,Travel_Rarely,1176,Research & Development,20,3,Other,1,20812,144267,4,Male,94,1,1,Laboratory Technician,3,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,Seek,0,1,1,0,2,5,0,2,1,8,1,3-5,2
30,Current employee,Travel_Rarely,1176,Research & Development,20,3,Other,1,20813,144268,4,Male,94,1,1,Laboratory Technician,3,Married,2705,9696,1,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,Seek,0,1,1,0,2,5,0,2,1,8,1,3-5,2
30,Current employee,Travel_Rarely,1176,Research & Development,20,3,Other,1,20815,144270,4,Male,94,1,1,Laboratory Technician,3,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,Adzuna,0,1,1,0,2,5,0,2,1,0,1,3-5,2
30,Current employee,Travel_Rarely,1176,Research & Development,20,3,Other,1,20816,144271,4,Male,94,1,1,Laboratory Technician,3,Married,2705,9696,1,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,Indeed,0,1,1,0,2,5,0,2,1,3,1,3-5,2
30,Current employee,Travel_Rarely,1176,Research & Development,20,3,Other,1,20820,144275,4,Male,94,1,1,Laboratory Technician,3,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,Seek,0,1,1,0,2,5,0,2,1,8,1,3-5,2
30,Current employee,Travel_Rarely,1176,Research & Development,20,3,Other,1,20821,144276,4,Male,94,1,1,Laboratory Technician,3,Married,2705,9696,1,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,Seek,0,1,1,0,2,5,0,2,1,8,1,3-5,2
30,Current employee,Travel_Rarely,1176,Research & Development,20,3,Other,1,20823,144278,4,Male,94,1,1,Laboratory Technician,3,Married,2705,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,Adzuna,0,1,1,0,2,5,0,2,1,0,1,3-5,2
30,Current employee,Travel_Rarely,1176,Research & Development,20,3,Other,1,20824,144279,4,Male,94,1,1,Laboratory Technician,3,Married,2705,9696,1,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,Indeed,0,1,1,0,2,5,0,2,1,3,1,3-5,2
30,Current employee,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,21529,144984,4,Male,96,2,2,Human Resources,4,Single,3886,4223,1,Y,No,21,3,4,80,0,10,2,2,10,1,0,8,Jora,0,1,0,0,2,4,0,1,1,4,1,6-10,4
30,Current employee,Travel_Rarely,201,Research & Development,5,3,Life Sciences,1,21531,144986,4,Male,96,2,2,Human Resources,4,Single,3886,4223,0,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,Jora,0,1,0,0,2,0,0,1,1,4,1,6-10,4
30,Current employee,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,21532,144987,4,Male,96,2,2,Human Resources,4,Single,3886,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,Adzuna,0,1,0,0,2,4,0,1,1,0,1,6-10,4
30,Current employee,Travel_Rarely,201,Research & Development,5,3,Life Sciences,1,21533,144988,4,Male,96,2,2,Human Resources,4,Single,3886,4223,0,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,Seek,0,1,0,0,2,0,0,1,1,8,1,6-10,4
30,Current employee,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,21537,144992,4,Male,96,2,2,Human Resources,4,Single,3886,4223,1,Y,No,21,3,4,80,0,10,2,2,10,1,0,8,Jora,0,1,0,0,2,4,0,1,1,4,1,6-10,4
30,Current employee,Travel_Rarely,201,Research & Development,5,3,Life Sciences,1,21539,144994,4,Male,96,2,2,Human Resources,4,Single,3886,4223,0,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,Jora,0,1,0,0,2,0,0,1,1,4,1,6-10,4
30,Current employee,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,21540,144995,4,Male,96,2,2,Human Resources,4,Single,3886,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,Adzuna,0,1,0,0,2,4,0,1,1,0,1,6-10,4
30,Current employee,Travel_Rarely,201,Research & Development,5,3,Life Sciences,1,21541,144996,4,Male,96,2,2,Human Resources,4,Single,3886,4223,0,Y,No,21,4,4,80,0,10,2,2,10,1,0,8,Seek,0,1,0,0,2,0,0,1,1,8,1,6-10,4
30,Current employee,Non-Travel,641,Sales,25,2,Technical Degree,1,21871,145326,4,Male,96,2,2,Research Scientist,4,Married,5747,26496,1,Y,Yes,15,4,2,80,0,16,3,3,15,10,6,11,Seek,0,0,1,1,0,4,0,6,1,8,1,11-20,4
30,Current employee,Non-Travel,641,Sales,25,2,Technical Degree,1,21873,145328,4,Male,96,2,2,Research Scientist,4,Married,5747,26496,4,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11,Seek,0,0,1,1,0,4,0,6,1,8,1,11-20,4
30,Current employee,Non-Travel,641,Sales,25,2,Technical Degree,1,21874,145329,4,Male,96,2,2,Research Scientist,4,Married,5747,26496,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11,Recruit.net,0,0,1,1,0,4,0,6,1,6,1,11-20,4
30,Current employee,Non-Travel,641,Sales,25,2,Technical Degree,1,21875,145330,4,Male,96,2,2,Research Scientist,4,Married,5747,26496,4,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11,Company Website,0,0,1,1,0,4,0,6,1,1,1,11-20,4
30,Current employee,Non-Travel,641,Sales,25,2,Technical Degree,1,21879,145334,4,Male,96,2,2,Research Scientist,4,Married,5747,26496,1,Y,Yes,15,4,2,80,0,16,3,3,15,10,6,11,Seek,0,0,1,1,0,4,0,6,1,8,1,11-20,4
30,Current employee,Non-Travel,641,Sales,25,2,Technical Degree,1,21881,145336,4,Male,96,2,2,Research Scientist,4,Married,5747,26496,4,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11,Seek,0,0,1,1,0,4,0,6,1,8,1,11-20,4
30,Current employee,Non-Travel,641,Sales,25,2,Technical Degree,1,21882,145337,4,Male,96,2,2,Research Scientist,4,Married,5747,26496,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11,Recruit.net,0,0,1,1,0,4,0,6,1,6,1,11-20,4
30,Current employee,Non-Travel,641,Sales,25,2,Technical Degree,1,21883,145338,4,Male,96,2,2,Research Scientist,4,Married,5747,26496,4,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11,Company Website,0,0,1,1,0,4,0,6,1,1,1,11-20,4
30,Current employee,Travel_Rarely,202,Sales,2,1,Technical Degree,1,21919,145374,4,Female,96,2,2,Sales Executive,1,Married,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0,Recruit.net,0,1,1,0,0,4,1,7,1,6,1,0-2,0
30,Current employee,Travel_Rarely,202,Sales,2,1,Life Sciences,1,21920,145375,4,Female,96,2,2,Sales Executive,1,Married,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0,Recruit.net,0,1,1,0,0,0,1,7,1,6,1,0-2,0
30,Current employee,Travel_Rarely,202,Sales,2,1,Technical Degree,1,21922,145377,4,Female,96,2,2,Sales Executive,1,Married,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0,Indeed,0,1,1,0,0,4,1,7,1,3,1,0-2,0
30,Current employee,Travel_Rarely,202,Sales,2,1,Life Sciences,1,21923,145378,4,Female,96,2,2,Sales Executive,1,Married,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0,Jora,0,1,1,0,0,0,1,7,1,4,1,0-2,0
